Region,Year,Attribute,Value
Central America and Caribbean,2013,Adult_mortality,171.224
Africa,2003,Infant_deaths,59.2
Africa,2003,Under_five_deaths,107
Africa,2003,Adult_mortality,246.5465
European Union,2012,Infant_deaths,8.2
European Union,2012,Under_five_deaths,9.8
European Union,2012,Adult_mortality,135.0865
Rest of Europe,2015,Infant_deaths,3.8
Rest of Europe,2015,Under_five_deaths,4.5
Rest of Europe,2015,Adult_mortality,69.3335
European Union,2012,Infant_deaths,3.1
European Union,2012,Under_five_deaths,4.1
European Union,2012,Adult_mortality,80.3445
European Union,2012,Infant_deaths,3
European Union,2012,Under_five_deaths,3.7
European Union,2012,Adult_mortality,80.7525
Africa,2002,Infant_deaths,71.2
Africa,2002,Under_five_deaths,110.7
Africa,2002,Adult_mortality,642.4155
Central America and Caribbean,2008,Infant_deaths,30.8
Central America and Caribbean,2008,Under_five_deaths,37.8
Central America and Caribbean,2008,Adult_mortality,185.0735
European Union,2010,Infant_deaths,5.8
European Union,2010,Under_five_deaths,7
European Union,2010,Adult_mortality,121.948
Africa,2001,Infant_deaths,135.6
Africa,2001,Under_five_deaths,219.4
Africa,2001,Adult_mortality,519.6305
Africa,2012,Infant_deaths,91
Africa,2012,Under_five_deaths,147.8
Africa,2012,Adult_mortality,320.8515
Africa,2009,Infant_deaths,12
Africa,2009,Under_five_deaths,14
Africa,2009,Adult_mortality,157.0575
Africa,2007,Infant_deaths,26.4
Africa,2007,Under_five_deaths,30.7
Africa,2007,Adult_mortality,110.033
Africa,2015,Infant_deaths,51.8
Africa,2015,Under_five_deaths,93.8
Africa,2015,Adult_mortality,249.086
European Union,2012,Infant_deaths,5.8
European Union,2012,Under_five_deaths,6.6
European Union,2012,Adult_mortality,54.218
Africa,2003,Infant_deaths,32
Africa,2003,Under_five_deaths,39.4
Africa,2003,Adult_mortality,172.614
Africa,2012,Infant_deaths,12.9
Africa,2012,Under_five_deaths,15
Africa,2012,Adult_mortality,138.3255
Rest of Europe,2015,Infant_deaths,12.6
Rest of Europe,2015,Under_five_deaths,14.1
Rest of Europe,2015,Adult_mortality,125.4875
South America,2012,Infant_deaths,19.6
South America,2012,Under_five_deaths,22
South America,2012,Adult_mortality,174.3515
North America,2012,Infant_deaths,15.4
North America,2012,Under_five_deaths,17.9
North America,2012,Adult_mortality,115.0265
Africa,2000,Infant_deaths,105
Africa,2000,Under_five_deaths,173.8
Africa,2000,Adult_mortality,304.371
Oceania,2005,Infant_deaths,19.7
Oceania,2005,Under_five_deaths,23.1
Oceania,2005,Adult_mortality,210.0095
Middle East,2009,Infant_deaths,8
Middle East,2009,Under_five_deaths,9.4
Middle East,2009,Adult_mortality,60.075
Asia,2008,Infant_deaths,42.7
Asia,2008,Under_five_deaths,54.7
Asia,2008,Adult_mortality,145.5585
Asia,2003,Infant_deaths,27.3
Asia,2003,Under_five_deaths,35.5
Asia,2003,Adult_mortality,212.4255
Asia,2012,Infant_deaths,10.4
Asia,2012,Under_five_deaths,12.1
Asia,2012,Adult_mortality,74.337
Africa,2006,Infant_deaths,61.6
Africa,2006,Under_five_deaths,99.6
Africa,2006,Adult_mortality,420.308
Central America and Caribbean,2005,Infant_deaths,14.4
Central America and Caribbean,2005,Under_five_deaths,16.8
Central America and Caribbean,2005,Adult_mortality,178.7335
Asia,2007,Infant_deaths,6.9
Asia,2007,Under_five_deaths,8.1
Asia,2007,Adult_mortality,129.098
Africa,2012,Infant_deaths,55.2
Africa,2012,Under_five_deaths,83.5
Africa,2012,Adult_mortality,282.047
Asia,2003,Infant_deaths,49.2
Asia,2003,Under_five_deaths,58.6
Asia,2003,Adult_mortality,226.9195
Central America and Caribbean,2003,Infant_deaths,14.3
Central America and Caribbean,2003,Under_five_deaths,15.7
Central America and Caribbean,2003,Adult_mortality,120.787
Asia,2009,Infant_deaths,34.7
Asia,2009,Under_five_deaths,39.9
Asia,2009,Adult_mortality,137.841
European Union,2009,Infant_deaths,2.9
European Union,2009,Under_five_deaths,3.5
European Union,2009,Adult_mortality,100.7625
Rest of Europe,2013,Infant_deaths,3.5
Rest of Europe,2013,Under_five_deaths,4.6
Rest of Europe,2013,Adult_mortality,184.4715
European Union,2007,Infant_deaths,2.5
European Union,2007,Under_five_deaths,3.1
European Union,2007,Adult_mortality,78.1125
European Union,2002,Infant_deaths,6.6
European Union,2002,Under_five_deaths,7.7
European Union,2002,Adult_mortality,120.782
Asia,2015,Infant_deaths,31
Asia,2015,Under_five_deaths,38.1
Asia,2015,Adult_mortality,129.753
Asia,2009,Infant_deaths,54
Asia,2009,Under_five_deaths,71.7
Asia,2009,Adult_mortality,221.876
Africa,2004,Infant_deaths,82.3
Africa,2004,Under_five_deaths,181.5
Africa,2004,Adult_mortality,284.279
Middle East,2010,Infant_deaths,10.5
Middle East,2010,Under_five_deaths,12.3
Middle East,2010,Adult_mortality,94.533
Rest of Europe,2000,Infant_deaths,4.7
Rest of Europe,2000,Under_five_deaths,5.6
Rest of Europe,2000,Adult_mortality,76.677
South America,2007,Infant_deaths,15
South America,2007,Under_five_deaths,17.4
South America,2007,Adult_mortality,151.3355
South America,2011,Infant_deaths,16
South America,2011,Under_five_deaths,17.9
South America,2011,Adult_mortality,152.5765
Africa,2012,Infant_deaths,59.3
Africa,2012,Under_five_deaths,72.2
Africa,2012,Adult_mortality,258.4125
Africa,2013,Infant_deaths,43
Africa,2013,Under_five_deaths,62.7
Africa,2013,Adult_mortality,271.267
Rest of Europe,2000,Infant_deaths,15.5
Rest of Europe,2000,Under_five_deaths,19.3
Rest of Europe,2000,Adult_mortality,300.6055
Africa,2009,Infant_deaths,70.9
Africa,2009,Under_five_deaths,111.3
Africa,2009,Adult_mortality,257.297
Asia,2003,Infant_deaths,49.7
Asia,2003,Under_five_deaths,65
Asia,2003,Adult_mortality,268.3975
Oceania,2012,Infant_deaths,24.5
Oceania,2012,Under_five_deaths,29.3
Oceania,2012,Adult_mortality,138.2035
South America,2008,Infant_deaths,23.2
South America,2008,Under_five_deaths,27.7
South America,2008,Adult_mortality,155.128
Africa,2005,Infant_deaths,23.5
Africa,2005,Under_five_deaths,28.1
Africa,2005,Adult_mortality,138.181
European Union,2002,Infant_deaths,4.8
European Union,2002,Under_five_deaths,5.6
European Union,2002,Adult_mortality,66.799
Africa,2012,Infant_deaths,38.2
Africa,2012,Under_five_deaths,54.1
Africa,2012,Adult_mortality,239.072
Rest of Europe,2005,Infant_deaths,17.1
Rest of Europe,2005,Under_five_deaths,20.1
Rest of Europe,2005,Adult_mortality,231.378
Africa,2014,Infant_deaths,60.5
Africa,2014,Under_five_deaths,92.9
Africa,2014,Adult_mortality,246.0945
Asia,2007,Infant_deaths,25.7
Asia,2007,Under_five_deaths,33
Asia,2007,Adult_mortality,209.3845
South America,2004,Infant_deaths,45.4
South America,2004,Under_five_deaths,59.6
South America,2004,Adult_mortality,223.692
Central America and Caribbean,2006,Infant_deaths,10.1
Central America and Caribbean,2006,Under_five_deaths,12.3
Central America and Caribbean,2006,Adult_mortality,144.8485
Asia,2012,Infant_deaths,8.9
Asia,2012,Under_five_deaths,10.4
Asia,2012,Adult_mortality,115.4885
European Union,2009,Infant_deaths,11.1
European Union,2009,Under_five_deaths,13.1
European Union,2009,Adult_mortality,147.816
Africa,2005,Infant_deaths,124.1
Africa,2005,Under_five_deaths,195.5
Africa,2005,Adult_mortality,471.7
South America,2010,Infant_deaths,20.6
South America,2010,Under_five_deaths,23.1
South America,2010,Adult_mortality,179.6485
Central America and Caribbean,2008,Infant_deaths,21.5
Central America and Caribbean,2008,Under_five_deaths,25.5
Central America and Caribbean,2008,Adult_mortality,157.2385
Middle East,2001,Infant_deaths,29
Middle East,2001,Under_five_deaths,35.3
Middle East,2001,Adult_mortality,141.1915
European Union,2008,Infant_deaths,4.3
European Union,2008,Under_five_deaths,5.5
European Union,2008,Adult_mortality,164.1015
Rest of Europe,2001,Infant_deaths,4.6
Rest of Europe,2001,Under_five_deaths,5.5
Rest of Europe,2001,Adult_mortality,73.0875
Asia,2012,Infant_deaths,35
Asia,2012,Under_five_deaths,40.3
Asia,2012,Adult_mortality,138.2825
Africa,2015,Infant_deaths,83.6
Africa,2015,Under_five_deaths,134.3
Africa,2015,Adult_mortality,308.303
Africa,2014,Infant_deaths,21.9
Africa,2014,Under_five_deaths,25.5
Africa,2014,Adult_mortality,97.277
Asia,2013,Infant_deaths,10.2
Asia,2013,Under_five_deaths,11.8
Asia,2013,Adult_mortality,152.5305
Africa,2003,Infant_deaths,86.2
Africa,2003,Under_five_deaths,193.1
Africa,2003,Adult_mortality,286.923
European Union,2013,Infant_deaths,2.5
European Union,2013,Under_five_deaths,3
European Union,2013,Adult_mortality,53.6265
Middle East,2000,Infant_deaths,9.6
Middle East,2000,Under_five_deaths,11.1
Middle East,2000,Adult_mortality,98.7545
South America,2013,Infant_deaths,14.9
South America,2013,Under_five_deaths,16.7
South America,2013,Adult_mortality,148.2705
Asia,2015,Infant_deaths,17.3
Asia,2015,Under_five_deaths,19.3
Asia,2015,Adult_mortality,140.815
Africa,2011,Infant_deaths,37.9
Africa,2011,Under_five_deaths,53.1
Africa,2011,Adult_mortality,281.703
Africa,2008,Infant_deaths,56.5
Africa,2008,Under_five_deaths,94.5
Africa,2008,Adult_mortality,454.9405
Africa,2001,Infant_deaths,93.7
Africa,2001,Under_five_deaths,140.1
Africa,2001,Adult_mortality,462.512
European Union,2010,Infant_deaths,3.6
European Union,2010,Under_five_deaths,4.6
European Union,2010,Adult_mortality,135.396
North America,2007,Infant_deaths,5.1
North America,2007,Under_five_deaths,6
North America,2007,Adult_mortality,73.6155
Middle East,2013,Infant_deaths,6.7
Middle East,2013,Under_five_deaths,7.8
Middle East,2013,Adult_mortality,68.52
Asia,2014,Infant_deaths,24.9
Asia,2014,Under_five_deaths,28.2
Asia,2014,Adult_mortality,127.294
Central America and Caribbean,2010,Infant_deaths,28.9
Central America and Caribbean,2010,Under_five_deaths,35.1
Central America and Caribbean,2010,Adult_mortality,169.4285
Rest of Europe,2006,Infant_deaths,6.2
Rest of Europe,2006,Under_five_deaths,8
Rest of Europe,2006,Adult_mortality,239.1545
Central America and Caribbean,2000,Infant_deaths,20
Central America and Caribbean,2000,Under_five_deaths,23.6
Central America and Caribbean,2000,Adult_mortality,193.722
Africa,2014,Infant_deaths,40.2
Africa,2014,Under_five_deaths,57.1
Africa,2014,Adult_mortality,248.088
Africa,2002,Infant_deaths,102.2
Africa,2002,Under_five_deaths,150.4
Africa,2002,Adult_mortality,333.0325
Rest of Europe,2008,Infant_deaths,9
Rest of Europe,2008,Under_five_deaths,11.2
Rest of Europe,2008,Adult_mortality,270.024
South America,2000,Infant_deaths,14.8
South America,2000,Under_five_deaths,17
South America,2000,Adult_mortality,126.459
Africa,2005,Infant_deaths,48
Africa,2005,Under_five_deaths,76.3
Africa,2005,Adult_mortality,402.62
European Union,2003,Infant_deaths,9.7
European Union,2003,Under_five_deaths,11.9
European Union,2003,Adult_mortality,217.6585
Asia,2010,Infant_deaths,37.3
Asia,2010,Under_five_deaths,43.8
Asia,2010,Adult_mortality,194.613
South America,2012,Infant_deaths,13.9
South America,2012,Under_five_deaths,17.9
South America,2012,Adult_mortality,128.7765
Africa,2008,Infant_deaths,50.5
Africa,2008,Under_five_deaths,75.3
Africa,2008,Adult_mortality,263.346
South America,2006,Infant_deaths,14.4
South America,2006,Under_five_deaths,16.1
South America,2006,Adult_mortality,129.945
Africa,2004,Infant_deaths,13.5
Africa,2004,Under_five_deaths,15.8
Africa,2004,Adult_mortality,163.0965
Africa,2013,Infant_deaths,57.2
Africa,2013,Under_five_deaths,76.9
Africa,2013,Adult_mortality,232.3135
South America,2015,Infant_deaths,7.6
South America,2015,Under_five_deaths,8.9
South America,2015,Adult_mortality,105.685
Asia,2004,Infant_deaths,57.8
Asia,2004,Under_five_deaths,77.8
Asia,2004,Adult_mortality,210.2435
European Union,2003,Infant_deaths,5.1
European Union,2003,Under_five_deaths,6
European Union,2003,Adult_mortality,81.688
Asia,2008,Infant_deaths,56.3
Asia,2008,Under_five_deaths,75.4
Asia,2008,Adult_mortality,226.723
Rest of Europe,2013,Infant_deaths,9.4
Rest of Europe,2013,Under_five_deaths,10.6
Rest of Europe,2013,Adult_mortality,100.0635
Middle East,2014,Infant_deaths,9.7
Middle East,2014,Under_five_deaths,11.2
Middle East,2014,Adult_mortality,90.9325
South America,2012,Infant_deaths,20.8
South America,2012,Under_five_deaths,24.6
South America,2012,Adult_mortality,147.7
Oceania,2005,Infant_deaths,65.7
Oceania,2005,Under_five_deaths,80.9
Oceania,2005,Adult_mortality,204.4285
Rest of Europe,2009,Infant_deaths,4.6
Rest of Europe,2009,Under_five_deaths,6.1
Rest of Europe,2009,Adult_mortality,221.6415
Asia,2014,Infant_deaths,6.8
Asia,2014,Under_five_deaths,8
Asia,2014,Adult_mortality,123.1955
Oceania,2006,Infant_deaths,12.3
Oceania,2006,Under_five_deaths,14.3
Oceania,2006,Adult_mortality,148.674
North America,2002,Infant_deaths,6.9
North America,2002,Under_five_deaths,8.2
North America,2002,Adult_mortality,114.049
South America,2009,Infant_deaths,13.3
South America,2009,Under_five_deaths,14.9
South America,2009,Adult_mortality,125.542
Asia,2001,Infant_deaths,82.6
Asia,2001,Under_five_deaths,105
Asia,2001,Adult_mortality,186.6995
Africa,2012,Infant_deaths,64.4
Africa,2012,Under_five_deaths,112.5
Africa,2012,Adult_mortality,271.8335
Asia,2008,Infant_deaths,25.3
Asia,2008,Under_five_deaths,32.5
Asia,2008,Adult_mortality,208.4315
European Union,2001,Infant_deaths,5.2
European Union,2001,Under_five_deaths,6
European Union,2001,Adult_mortality,81.3035
Africa,2005,Infant_deaths,13.4
Africa,2005,Under_five_deaths,15.6
Africa,2005,Adult_mortality,161.214
Rest of Europe,2011,Infant_deaths,11.6
Rest of Europe,2011,Under_five_deaths,13
Rest of Europe,2011,Adult_mortality,167.4725
Africa,2002,Infant_deaths,132.9
Africa,2002,Under_five_deaths,213.9
Africa,2002,Adult_mortality,507.937
Middle East,2006,Infant_deaths,13.4
Middle East,2006,Under_five_deaths,15.5
Middle East,2006,Adult_mortality,100.432
Asia,2012,Infant_deaths,35.6
Asia,2012,Under_five_deaths,44.4
Asia,2012,Adult_mortality,137.2305
South America,2000,Infant_deaths,37
South America,2000,Under_five_deaths,46.4
South America,2000,Adult_mortality,230.6765
Africa,2012,Infant_deaths,67
Africa,2012,Under_five_deaths,104.4
Africa,2012,Adult_mortality,251.1665
Africa,2004,Infant_deaths,104.4
Africa,2004,Under_five_deaths,172.7
Africa,2004,Adult_mortality,343.935
Middle East,2000,Infant_deaths,22.5
Middle East,2000,Under_five_deaths,26.8
Middle East,2000,Adult_mortality,131.69
South America,2005,Infant_deaths,23.5
South America,2005,Under_five_deaths,26.5
South America,2005,Adult_mortality,197.449
Africa,2012,Infant_deaths,43.4
Africa,2012,Under_five_deaths,62.7
Africa,2012,Adult_mortality,255
European Union,2000,Infant_deaths,5.5
European Union,2000,Under_five_deaths,7.2
European Union,2000,Adult_mortality,109.6325
Africa,2011,Infant_deaths,44.5
Africa,2011,Under_five_deaths,70.6
Africa,2011,Adult_mortality,272.4825
Rest of Europe,2007,Infant_deaths,9.6
Rest of Europe,2007,Under_five_deaths,11.9
Rest of Europe,2007,Adult_mortality,273.832
European Union,2003,Infant_deaths,17
European Union,2003,Under_five_deaths,20
European Union,2003,Adult_mortality,168.663
North America,2013,Infant_deaths,6
North America,2013,Under_five_deaths,7
North America,2013,Adult_mortality,104.681
Africa,2010,Infant_deaths,14.2
Africa,2010,Under_five_deaths,16.6
Africa,2010,Adult_mortality,135.3795
Asia,2002,Infant_deaths,25.6
Asia,2002,Under_five_deaths,31.5
Asia,2002,Adult_mortality,106.982
Oceania,2013,Infant_deaths,10.9
Oceania,2013,Under_five_deaths,12.6
Oceania,2013,Adult_mortality,137.313
Oceania,2000,Infant_deaths,53.6
Oceania,2000,Under_five_deaths,71.1
Oceania,2000,Adult_mortality,274.1065
Oceania,2007,Infant_deaths,58.8
Oceania,2007,Under_five_deaths,71.6
Oceania,2007,Adult_mortality,174.443
Africa,2011,Infant_deaths,74.6
Africa,2011,Under_five_deaths,125.6
Africa,2011,Adult_mortality,283.9665
Africa,2006,Infant_deaths,66.1
Africa,2006,Under_five_deaths,102.8
Africa,2006,Adult_mortality,322.4755
Africa,2005,Infant_deaths,86.9
Africa,2005,Under_five_deaths,132
Africa,2005,Adult_mortality,419.3965
European Union,2010,Infant_deaths,3.7
European Union,2010,Under_five_deaths,4.4
European Union,2010,Adult_mortality,64.5455
Middle East,2001,Infant_deaths,10.3
Middle East,2001,Under_five_deaths,12
Middle East,2001,Adult_mortality,86.116
South America,2015,Infant_deaths,6.7
South America,2015,Under_five_deaths,7.9
South America,2015,Adult_mortality,88.8665
Asia,2002,Infant_deaths,7.9
Asia,2002,Under_five_deaths,9.8
Asia,2002,Adult_mortality,101.907
European Union,2015,Infant_deaths,3.3
European Union,2015,Under_five_deaths,3.9
European Union,2015,Adult_mortality,71.312
European Union,2005,Infant_deaths,2.8
European Union,2005,Under_five_deaths,3.4
European Union,2005,Adult_mortality,79.786
South America,2007,Infant_deaths,14
South America,2007,Under_five_deaths,15.7
South America,2007,Adult_mortality,128.4145
European Union,2011,Infant_deaths,3.3
European Union,2011,Under_five_deaths,4.2
European Union,2011,Adult_mortality,137.323
Asia,2004,Infant_deaths,2.4
Asia,2004,Under_five_deaths,3
Asia,2004,Adult_mortality,69.3965
European Union,2005,Infant_deaths,11
European Union,2005,Under_five_deaths,13.3
European Union,2005,Adult_mortality,155.837
European Union,2001,Infant_deaths,3.4
European Union,2001,Under_five_deaths,4.1
European Union,2001,Adult_mortality,71.28
Africa,2009,Infant_deaths,75.9
Africa,2009,Under_five_deaths,120.3
Africa,2009,Adult_mortality,295.2
European Union,2000,Infant_deaths,3.4
European Union,2000,Under_five_deaths,4.1
European Union,2000,Adult_mortality,71.72
South America,2006,Infant_deaths,19.2
South America,2006,Under_five_deaths,22.6
South America,2006,Adult_mortality,143.277
Asia,2009,Infant_deaths,27.5
Asia,2009,Under_five_deaths,31.3
Asia,2009,Adult_mortality,162.9475
